ACT composite score,SAT total score,parental level of education,parental income,high school gpa,college gpa,years to graduate
30,2120,master's degree,118595,4.0,3.3,7
29,2008,bachelor's degree,77621,3.9,3.6,3
24,1814,some college,62257,3.4,3.2,4
32,2199,some college,59418,4.0,3.5,4
32,2150,some high school,46566,4.0,3.3,6
28,1928,some college,60896,3.5,3.3,4
29,2073,associate's degree,63255,3.9,3.5,5
28,1914,some college,44936,3.6,3.3,6
34,2194,high school,54447,4.0,3.3,5
35,2334,bachelor's degree,103329,4.0,3.8,4
26,1743,high school,66530,3.3,3.2,4
27,1921,some college,64123,3.5,2.9,5
23,1728,some high school,54400,3.0,2.9,5
35,2274,bachelor's degree,94846,4.0,3.5,9
31,2213,bachelor's degree,106724,4.0,3.8,4
29,1911,high school,40389,3.6,3.2,6
27,1901,master's degree,84105,3.6,3.6,3
32,2286,master's degree,102124,4.0,3.6,4
30,2104,some college,56102,4.0,3.7,3
28,2040,associate's degree,86322,3.8,3.6,6
27,1920,some high school,56966,3.6,3.4,4
30,2078,high school,44995,4.0,3.4,5
30,2089,high school,41082,3.9,3.7,4
24,1794,some high school,23276,3.1,2.9,5
27,1932,bachelor's degree,101200,3.7,3.3,4
29,1983,bachelor's degree,56050,3.6,3.4,5
29,1947,high school,78385,3.6,3.5,4
34,2322,some college,76449,4.0,3.9,7
24,1794,some college,57987,3.1,2.7,5
31,2092,high school,45180,3.9,3.6,4
28,2004,associate's degree,81391,3.9,3.4,6
26,1901,associate's degree,87445,3.4,3.4,4
33,2228,high school,68996,4.0,3.9,3
32,2030,high school,57638,4.0,3.6,3
29,2054,master's degree,120077,3.9,3.8,4
22,1725,high school,61543,3.0,3.2,4
25,1882,some high school,70253,3.4,3.4,4
30,2155,bachelor's degree,73130,4.0,3.4,4
27,1846,some high school,63295,3.4,3.5,3
28,1984,associate's degree,71030,3.8,3.5,4
27,1947,bachelor's degree,93419,3.6,3.4,4
30,2160,master's degree,110176,4.0,3.7,4
27,1998,associate's degree,61393,3.7,3.5,4
28,2020,some college,72610,3.8,3.6,3
29,2171,bachelor's degree,84193,4.0,3.8,5
27,1906,high school,30824,3.5,3.5,4
30,2077,some high school,81551,3.8,3.6,4
28,1986,some high school,40680,3.7,3.2,5
31,2054,associate's degree,63297,4.0,3.5,6
28,1879,some high school,21805,3.5,3.0,5
31,2111,some college,70784,4.0,3.1,7
32,2111,some college,66644,4.0,3.1,6
32,2236,bachelor's degree,71306,4.0,3.3,5
25,1846,some college,40674,3.3,3.1,7
35,2293,associate's degree,53639,4.0,3.7,4
30,1949,high school,88756,3.7,3.2,8
29,2030,some college,56639,3.9,3.3,7
28,1809,some high school,57128,3.4,3.2,4
29,2022,some high school,32977,3.9,2.8,7
30,2071,some college,83562,4.0,3.5,4
35,2253,bachelor's degree,67261,4.0,3.6,6
28,1960,some high school,54997,3.8,3.1,5
23,1748,high school,78012,3.1,3.0,5
27,1896,some high school,54302,3.6,3.5,5
28,1965,associate's degree,90164,3.6,3.4,4
32,2050,some college,73764,4.0,3.6,4
24,1820,some college,68305,3.2,3.3,5
25,1966,bachelor's degree,80556,3.6,3.5,3
25,1918,master's degree,97520,3.4,3.4,5
29,2056,associate's degree,81097,3.8,3.4,4
23,1715,high school,86640,3.1,3.0,6
27,1903,some high school,52401,3.5,3.4,4
33,2178,associate's degree,86954,4.0,3.4,5
27,1971,some college,47780,3.7,3.5,4
31,2088,associate's degree,69005,4.0,3.5,4
25,1730,some high school,40157,3.1,2.9,6
28,2141,some college,50356,4.0,3.7,3
29,2163,master's degree,99315,4.0,3.9,3
27,1890,high school,36732,3.5,3.2,8
33,2193,master's degree,81255,4.0,3.5,5
26,1903,some college,50437,3.4,3.0,7
28,2025,some college,62972,3.8,3.0,5
28,1953,high school,62714,3.4,3.3,4
29,1983,associate's degree,93862,3.8,3.4,8
26,1962,bachelor's degree,63664,3.6,3.2,8
27,1952,some high school,60161,3.6,3.4,6
29,1989,associate's degree,98123,3.7,3.3,8
28,1934,high school,38720,3.5,3.6,4
26,1982,some high school,76021,3.7,3.7,3
29,1971,some high school,37635,3.7,3.1,6
33,2160,some college,78130,4.0,3.7,4
26,1883,some college,86568,3.4,3.3,6
27,1975,some high school,65685,3.7,3.5,4
26,1904,some college,66714,3.5,3.3,4
28,2043,bachelor's degree,76271,3.9,3.2,6
33,2186,some high school,47965,4.0,3.6,5
28,1985,high school,75639,3.7,3.2,5
26,1878,associate's degree,75144,3.4,3.3,8
28,1938,high school,40941,3.5,3.6,4
27,1802,high school,54399,3.3,3.1,4
32,2311,bachelor's degree,79739,4.0,3.5,5
31,2112,associate's degree,81135,4.0,3.4,5
32,2081,associate's degree,90545,4.0,3.4,5
29,2056,high school,39879,3.9,3.1,6
31,2049,some college,86502,4.0,3.7,5
28,2048,bachelor's degree,74662,3.7,3.5,3
29,2092,some college,77287,4.0,3.7,3
28,1881,some high school,82581,3.6,3.1,5
29,2001,some high school,40884,3.8,3.0,9
28,1976,associate's degree,92927,3.6,3.7,3
24,1827,some college,89684,3.4,3.3,4
24,1763,some college,72859,3.2,3.0,5
26,1886,some college,77730,3.6,3.7,3
28,2077,associate's degree,71110,3.9,3.3,6
33,2142,bachelor's degree,71310,4.0,3.6,4
28,2013,some high school,21192,3.6,3.0,6
36,2310,master's degree,105484,4.0,3.6,5
28,2037,bachelor's degree,84426,3.8,3.1,5
26,1862,some high school,57740,3.4,3.3,4
24,1878,high school,66113,3.3,3.2,5
29,2087,some college,51341,3.9,3.6,4
31,2027,some college,50302,4.0,3.3,4
29,2030,some college,93149,3.9,3.6,4
30,2050,some college,64236,3.9,3.5,4
32,2154,high school,47088,4.0,3.5,7
26,1939,high school,54002,3.6,3.3,7
31,2163,some college,63650,4.0,3.5,5
25,1880,high school,51418,3.4,3.0,5
31,2126,associate's degree,93912,4.0,3.4,4
27,1910,some college,76634,3.6,3.1,5
34,2254,high school,86045,4.0,4.0,3
25,1984,bachelor's degree,75653,3.7,3.5,3
31,2156,some college,53508,4.0,3.7,3
32,2225,some high school,49008,4.0,3.7,4
27,1959,some college,60521,3.7,3.3,5
29,1909,some high school,69976,3.6,3.4,6
34,2296,master's degree,70918,4.0,3.6,4
29,1953,associate's degree,69891,3.7,3.5,3
28,1957,associate's degree,70882,3.7,3.3,6
27,1958,bachelor's degree,80963,3.8,3.5,5
29,2031,some high school,53979,3.8,3.1,9
27,1924,some high school,55994,3.5,3.3,4
30,2110,some college,65187,4.0,3.5,7
23,1687,associate's degree,79019,3.0,3.1,4
28,1992,some high school,50164,3.8,3.5,5
27,1971,high school,60356,3.6,3.2,7
31,2052,bachelor's degree,78831,3.9,3.3,6
33,2192,associate's degree,90845,4.0,3.9,4
28,1878,associate's degree,69450,3.4,3.4,4
31,2131,master's degree,97946,4.0,3.4,8
29,2028,bachelor's degree,68819,3.9,3.3,4
28,1871,some high school,74367,3.5,3.6,3
25,1818,some high school,70035,3.4,3.5,4
28,1914,high school,44779,3.5,3.4,5
32,2042,some high school,59808,3.9,3.3,4
28,2026,some college,64979,3.9,3.4,4
29,2102,some college,81165,3.9,3.2,8
31,2203,some college,80283,4.0,3.6,4
29,1921,bachelor's degree,95692,3.8,3.4,6
30,2084,associate's degree,91846,4.0,3.9,3
30,1989,bachelor's degree,94144,3.8,3.2,6
28,1868,some college,85561,3.5,3.6,3
29,2009,some college,60748,3.8,3.6,3
26,1858,some college,75427,3.4,3.2,4
30,2153,some college,29630,4.0,3.4,5
25,1822,high school,34698,3.2,3.0,5
29,2035,high school,38125,3.8,3.5,7
28,1851,some high school,53145,3.5,3.1,5
31,2162,master's degree,111996,4.0,3.7,4
27,1882,high school,33520,3.5,3.1,5
28,1988,some college,61319,3.8,3.2,4
26,1962,high school,57025,3.5,3.6,3
27,1861,high school,49343,3.5,3.0,6
29,2042,associate's degree,61314,4.0,3.4,4
27,1884,some college,64862,3.5,3.1,4
26,1880,some college,55125,3.5,3.1,4
27,2050,associate's degree,74005,3.7,3.6,4
27,1952,some college,66450,3.5,3.1,6
32,2145,associate's degree,63941,4.0,3.4,4
30,2006,high school,79459,3.8,3.5,5
30,2084,associate's degree,51434,4.0,3.7,4
32,2094,master's degree,78785,4.0,3.4,4
32,2227,associate's degree,82249,4.0,3.8,4
25,1902,some high school,51894,3.4,3.4,4
30,2052,master's degree,83514,4.0,3.6,4
32,2214,high school,65295,4.0,3.5,4
32,2243,some college,75641,4.0,3.8,6
29,2185,associate's degree,80867,4.0,3.7,4
23,1852,some college,42239,3.2,2.9,7
32,2222,associate's degree,56382,4.0,3.5,4
31,2189,associate's degree,75369,4.0,3.5,6
26,1858,some high school,33624,3.4,3.4,5
27,1863,associate's degree,60220,3.5,3.1,6
27,1978,high school,48284,3.5,3.0,6
28,1991,some college,38890,3.7,3.4,4
28,1919,high school,65302,3.6,3.5,4
34,2317,associate's degree,76890,4.0,3.9,6
33,2301,bachelor's degree,88944,4.0,3.6,4
26,1794,high school,65029,3.2,3.3,4
26,1866,some college,49801,3.4,2.9,7
29,2024,associate's degree,92262,3.9,3.2,5
27,1844,associate's degree,92763,3.3,3.4,5
26,1863,high school,80450,3.3,3.4,5
29,1885,high school,72724,3.4,3.3,8
28,1835,associate's degree,89186,3.5,3.3,4
32,2125,associate's degree,83238,4.0,3.7,4
25,1888,some college,48219,3.5,3.2,7
29,1986,some college,56882,3.9,3.5,3
32,2208,some college,65834,4.0,3.6,4
27,1941,some high school,33344,3.6,3.0,7
29,2108,master's degree,68033,4.0,3.7,3
29,2049,some college,82022,3.8,3.4,7
29,2077,associate's degree,82332,3.9,3.7,4
24,1816,some high school,25589,3.3,3.1,7
23,1770,associate's degree,75004,3.2,3.2,4
26,1819,some high school,35796,3.5,3.3,5
31,2052,some college,108563,4.0,3.8,4
33,2128,associate's degree,89735,4.0,3.5,7
29,2014,high school,49194,3.8,3.1,9
30,2107,associate's degree,51803,4.0,3.4,4
34,2310,bachelor's degree,88765,4.0,3.7,4
31,2119,bachelor's degree,58297,4.0,3.5,4
32,2091,high school,33594,4.0,3.3,5
28,1955,some high school,61020,3.7,3.5,4
33,2229,master's degree,75978,4.0,3.4,5
33,2203,master's degree,87370,4.0,3.7,7
28,2049,associate's degree,94283,3.9,3.5,4
24,1973,bachelor's degree,86814,3.5,3.3,4
27,1853,associate's degree,63634,3.4,3.1,7
23,1816,some college,52809,3.2,3.2,4
26,1809,associate's degree,92329,3.4,3.4,6
30,2161,associate's degree,85978,4.0,3.3,6
35,2295,associate's degree,57880,4.0,3.4,4
28,1869,high school,33971,3.4,3.1,5
27,1986,associate's degree,81105,3.7,3.2,5
30,2079,some high school,57877,4.0,3.3,5
26,1882,some college,73274,3.4,3.5,3
34,2247,associate's degree,61682,4.0,3.2,6
27,1825,some high school,50625,3.3,3.1,7
27,1915,some college,90140,3.4,3.4,5
27,2005,associate's degree,58770,3.6,3.6,3
29,2069,associate's degree,72712,3.9,3.4,5
31,2039,some college,64958,4.0,3.4,4
25,1750,high school,85742,3.2,3.4,4
23,1767,some high school,54824,3.2,3.2,4
31,2168,master's degree,97860,4.0,3.7,6
30,2003,high school,39514,3.9,3.2,8
30,2135,master's degree,78697,4.0,3.8,4
30,2090,bachelor's degree,89351,4.0,3.5,4
26,1804,some college,69602,3.5,3.0,5
27,1883,associate's degree,91931,3.5,3.6,5
28,1936,high school,80645,3.6,3.6,4
31,2094,associate's degree,66618,4.0,3.5,7
26,1938,some college,76032,3.6,3.5,6
31,2025,associate's degree,82811,3.9,3.3,5
29,2017,some college,57829,3.8,3.2,4
27,1983,bachelor's degree,84605,3.6,3.4,8
35,2314,bachelor's degree,59278,4.0,3.3,6
28,2031,some high school,65847,3.8,3.3,7
21,1614,high school,75167,2.7,3.3,4
30,2144,associate's degree,77803,4.0,3.8,3
28,2024,some high school,70881,3.8,3.8,4
30,2094,associate's degree,71162,4.0,3.3,7
28,2013,some college,68777,3.8,3.3,4
28,1982,bachelor's degree,84286,3.8,3.6,4
29,2106,some college,70744,3.9,3.2,5
31,2060,associate's degree,58900,4.0,3.5,8
29,2032,associate's degree,73339,3.8,3.6,3
28,2020,some college,39906,3.7,3.2,6
33,2319,master's degree,83731,4.0,3.4,5
31,2185,associate's degree,84855,4.0,3.8,3
33,2226,associate's degree,98912,4.0,3.9,3
26,1912,some high school,35231,3.6,3.3,5
30,1986,associate's degree,66996,4.0,3.4,6
29,1982,bachelor's degree,91532,3.8,3.7,3
25,1900,some college,69234,3.5,3.2,4
27,1878,associate's degree,94784,3.5,3.3,7
28,2007,bachelor's degree,94115,3.9,3.5,4
25,1844,some high school,36655,3.3,2.9,10
28,2038,some high school,27071,3.7,3.3,5
31,2190,master's degree,104824,4.0,3.9,3
31,2186,master's degree,80970,4.0,3.3,5
30,2053,some high school,74511,3.9,3.2,7
29,1919,associate's degree,101053,3.8,3.5,4
27,1973,high school,44793,3.7,3.1,6
31,2059,some high school,51356,4.0,3.4,7
33,2285,master's degree,70863,4.0,3.9,3
30,2026,master's degree,59193,3.9,3.2,5
29,2135,associate's degree,54873,4.0,3.5,4
29,2027,some college,66092,3.7,3.5,6
30,2021,some high school,59663,3.8,3.3,4
25,1645,some high school,32159,3.1,3.2,5
31,2135,some college,67166,4.0,3.6,4
29,2002,some college,42663,3.9,3.1,9
26,1801,some high school,63686,3.3,3.4,4
32,2198,some college,60792,4.0,3.4,4
31,2051,high school,42455,3.9,3.5,8
32,2152,high school,57221,4.0,3.2,9
25,1936,high school,56052,3.4,3.0,5
26,1806,high school,46671,3.2,3.0,8
30,1973,high school,56749,3.7,3.4,5
29,2029,high school,76539,3.9,3.4,4
32,2094,high school,43679,4.0,3.4,5
30,2027,some college,61246,4.0,3.5,4
34,2265,associate's degree,68908,4.0,3.6,4
32,2093,high school,64750,4.0,3.7,3
26,1866,associate's degree,95584,3.5,3.6,5
28,2006,associate's degree,88922,3.7,3.8,6
29,2047,some high school,63941,3.8,3.5,4
29,2025,some college,54277,3.8,3.6,5
29,2122,some high school,59942,3.9,3.4,6
30,2075,some college,52558,3.9,3.4,5
29,1873,some high school,80449,3.6,3.4,6
27,1983,some college,39029,3.7,3.1,5
28,1883,high school,61388,3.6,3.6,3
29,2050,some college,59277,3.9,3.2,5
26,1980,high school,33518,3.7,3.4,4
27,1807,some college,91094,3.4,3.3,4
31,2152,master's degree,84833,4.0,3.5,5
29,1976,some college,30310,3.8,3.1,5
30,2125,high school,53522,3.9,3.3,5
30,2143,bachelor's degree,97359,4.0,3.5,5
27,2014,master's degree,67585,3.7,3.3,5
33,2232,associate's degree,85501,4.0,3.8,5
36,2400,master's degree,86685,4.0,3.8,4
30,2059,some college,73841,3.9,3.6,4
31,2023,associate's degree,88976,4.0,3.6,6
26,1873,some high school,69074,3.3,2.8,5
29,2020,associate's degree,79392,3.8,3.5,6
33,2242,high school,52490,4.0,3.4,6
30,2114,bachelor's degree,46903,4.0,3.2,5
28,1936,some high school,57817,3.6,2.9,6
30,2177,master's degree,67769,4.0,3.3,4
28,1961,some high school,41735,3.6,3.3,5
29,1921,some high school,51516,3.6,3.1,9
27,1909,some college,40213,3.5,3.1,6
25,1915,some college,77725,3.4,3.5,6
28,1991,high school,47940,3.8,3.7,5
31,2021,some college,49572,3.8,2.9,6
30,2102,associate's degree,65506,4.0,3.3,5
27,2001,some college,80782,3.6,3.5,4
32,2150,some college,72853,4.0,3.3,5
27,1879,some college,69846,3.4,3.1,8
30,2016,associate's degree,72308,3.9,3.6,4
24,1718,some college,72123,3.1,3.3,4
28,1999,some high school,23556,3.7,3.0,8
30,2088,some college,48795,4.0,3.1,6
29,1943,high school,78072,3.6,3.3,7
27,2078,bachelor's degree,63807,3.8,3.4,7
29,2120,bachelor's degree,105184,3.9,3.7,4
32,2139,associate's degree,63806,4.0,3.4,5
28,1983,some college,77636,3.7,3.3,4
26,1959,high school,62864,3.6,3.6,3
31,2162,some college,54956,4.0,3.3,5
30,2180,bachelor's degree,80235,4.0,3.5,7
27,1921,high school,66082,3.5,3.4,4
27,2000,associate's degree,71234,3.6,3.3,7
28,2053,master's degree,88202,3.8,3.2,9
27,1898,some high school,44456,3.4,3.2,5
28,1993,associate's degree,81427,3.7,3.1,5
31,2155,high school,54425,4.0,3.3,4
30,2184,master's degree,112774,4.0,3.6,4
29,2032,master's degree,111729,3.8,3.8,4
27,1877,high school,52514,3.4,2.9,6
25,1721,some high school,61695,3.1,3.3,4
29,2181,master's degree,89020,4.0,3.1,8
28,1966,high school,95505,3.5,3.5,6
30,2167,master's degree,86337,4.0,3.8,3
28,1879,associate's degree,51949,3.5,3.3,4
33,2218,associate's degree,80720,4.0,3.6,4
21,1660,some high school,53880,2.8,3.2,6
26,1886,some college,69747,3.4,3.5,3
29,1915,high school,53703,3.6,3.0,7
30,2131,associate's degree,68298,4.0,3.4,4
31,2051,bachelor's degree,77375,3.9,3.5,4
31,2122,master's degree,105898,4.0,3.9,5
26,1843,associate's degree,104564,3.3,3.5,7
27,1860,some high school,54859,3.5,3.5,3
26,1918,bachelor's degree,96397,3.5,3.3,4
23,1832,bachelor's degree,89960,3.2,3.1,5
28,2069,some college,58258,3.8,3.1,8
27,1777,some college,74434,3.3,3.4,8
29,2093,associate's degree,68489,3.9,3.5,5
28,2096,some high school,57158,3.8,3.4,4
29,2062,associate's degree,90279,4.0,3.8,3
31,2075,high school,52072,3.9,3.3,4
28,1930,some high school,38752,3.7,3.0,6
23,1664,some high school,57460,3.0,3.0,4
25,1874,some college,79733,3.4,3.2,4
27,1916,associate's degree,81125,3.6,3.5,4
31,2054,master's degree,110749,3.9,3.5,8
27,1955,some college,86131,3.7,3.3,7
29,2062,high school,92561,3.8,3.6,4
28,1829,high school,56303,3.4,3.4,3
27,1908,some high school,60421,3.6,3.3,4
30,2115,some college,54746,4.0,3.5,4
30,2090,bachelor's degree,85404,4.0,3.4,4
28,1941,high school,83002,3.7,3.6,4
29,2048,bachelor's degree,97067,3.9,3.6,5
25,1704,high school,58027,3.1,3.1,7
24,1675,some college,62535,3.2,3.1,8
33,2280,bachelor's degree,79408,4.0,3.7,4
28,2043,associate's degree,71870,3.8,3.5,5
26,1944,some high school,36202,3.6,2.9,10
28,2074,some college,57799,3.9,3.4,5
27,1926,associate's degree,77884,3.7,3.2,7
31,2122,associate's degree,67524,4.0,3.5,5
27,1811,high school,51991,3.3,3.3,6
32,2170,high school,53519,4.0,3.4,4
24,1700,high school,68616,3.1,3.3,5
29,1973,high school,68545,3.7,3.3,4
31,2042,some college,67770,3.9,3.7,3
33,2210,some college,68011,4.0,3.9,3
34,2272,bachelor's degree,107081,4.0,3.8,4
30,2062,associate's degree,72328,4.0,3.4,5
28,1969,associate's degree,62567,3.6,3.3,7
30,2165,some college,58146,4.0,3.6,3
27,1882,some high school,15093,3.4,3.0,5
26,1851,high school,44241,3.3,3.1,7
30,2183,associate's degree,69159,4.0,3.3,5
26,1835,associate's degree,46948,3.3,3.2,5
34,2296,bachelor's degree,70589,4.0,3.7,4
29,2033,high school,62309,3.9,3.4,4
31,2182,high school,67477,4.0,3.2,6
28,2075,some college,49892,3.9,3.5,9
25,1747,some high school,83763,3.2,3.4,4
26,1878,high school,64071,3.2,3.3,4
34,2316,associate's degree,67148,4.0,3.4,5
28,1952,some college,62350,3.7,3.0,5
25,1944,bachelor's degree,89544,3.7,3.4,4
26,1813,high school,64665,3.2,3.2,4
27,1907,high school,36770,3.6,3.2,5
27,2004,bachelor's degree,76396,3.7,3.5,3
23,1864,some college,86088,3.2,3.2,4
31,2140,some college,44711,4.0,3.5,4
27,1944,associate's degree,80219,3.6,3.3,5
28,1910,high school,42508,3.8,3.2,5
30,2074,bachelor's degree,110101,4.0,3.7,4
27,1917,some college,71639,3.6,3.6,4
24,1748,high school,81743,3.1,3.5,4
28,2070,master's degree,103095,3.9,3.3,5
35,2322,bachelor's degree,84322,4.0,3.7,4
32,2097,some college,63401,4.0,3.7,3
26,1911,high school,64444,3.6,3.7,3
29,2133,associate's degree,110542,3.9,3.5,4
28,1927,associate's degree,78080,3.5,3.4,4
25,1805,high school,44287,3.2,2.9,6
28,2020,associate's degree,87215,3.8,3.3,5
31,2071,some college,43530,3.9,3.3,5
30,2060,some college,62647,4.0,3.6,3
28,1845,some college,63028,3.5,3.2,4
29,2037,some high school,58342,3.8,3.5,4
31,1973,associate's degree,88541,3.9,3.8,3
27,1880,some college,62766,3.5,3.3,4
30,2161,some college,42055,4.0,3.4,6
33,2232,high school,45940,4.0,3.5,6
25,1841,some high school,40064,3.3,3.4,4
32,2115,associate's degree,74419,4.0,3.9,3
23,1768,some high school,70692,3.3,3.3,4
33,2250,some college,49168,4.0,3.2,6
28,1969,some high school,45629,3.6,3.3,5
34,2326,bachelor's degree,80017,4.0,3.5,7
28,1996,high school,60092,3.7,3.4,4
28,2060,some high school,46823,3.8,2.9,10
30,2146,some college,36354,4.0,3.3,5
26,1790,some high school,73313,3.2,3.3,4
34,2254,associate's degree,75832,4.0,3.9,7
29,2085,high school,50465,3.9,3.4,4
31,2044,associate's degree,64608,3.8,3.4,4
26,1888,bachelor's degree,43455,3.4,3.4,4
24,1804,high school,37295,3.1,2.6,9
22,1655,some college,70819,2.9,3.1,6
29,2084,associate's degree,79482,3.8,3.6,6
33,2071,some high school,65971,4.0,3.3,6
28,2030,associate's degree,79654,3.7,3.5,7
33,2175,high school,44206,4.0,3.4,5
29,2037,some high school,61296,3.9,3.4,4
29,2037,master's degree,125551,3.9,3.6,4
27,1988,some high school,81560,3.5,3.5,5
29,2066,master's degree,86228,3.9,3.7,3
28,1913,associate's degree,74141,3.6,3.7,3
26,1920,high school,52813,3.4,3.1,5
32,2137,high school,54020,4.0,3.2,7
32,2039,associate's degree,64728,4.0,3.5,4
28,1964,high school,76664,3.6,3.6,6
29,2036,associate's degree,75698,3.9,3.5,6
29,1998,high school,58149,3.8,3.4,4
30,2088,high school,62049,3.9,3.4,4
29,1988,high school,67294,3.7,3.4,4
23,1669,high school,53966,3.0,3.2,5
22,1678,some high school,46817,2.9,2.6,6
29,2026,some high school,61632,3.9,3.6,3
27,1855,some college,78262,3.4,3.2,4
24,1852,some high school,56194,3.3,2.9,5
29,2027,high school,62986,3.8,3.6,8
24,1755,some high school,61207,3.2,3.4,3
30,2091,high school,60670,3.9,3.4,4
31,2172,associate's degree,70830,4.0,3.6,6
29,2002,associate's degree,46948,3.7,3.1,6
28,2009,bachelor's degree,70038,3.8,3.2,6
26,1824,some high school,76716,3.3,3.6,4
25,1959,associate's degree,108604,3.5,3.4,6
32,2230,some high school,39195,4.0,2.8,7
27,1862,some high school,60433,3.4,3.4,4
29,2036,associate's degree,69809,3.8,3.4,5
31,2082,master's degree,129488,4.0,3.7,7
27,2000,some high school,48730,3.6,3.0,6
30,2032,associate's degree,95846,3.8,3.5,4
31,2108,associate's degree,79553,4.0,3.7,5
32,2255,associate's degree,69294,4.0,3.5,4
27,2011,associate's degree,83548,3.8,3.8,3
28,2051,high school,65223,3.8,3.6,4
30,2223,bachelor's degree,74727,4.0,3.3,5
32,2105,associate's degree,73667,4.0,3.8,3
29,1978,high school,60765,3.8,3.5,5
28,1900,high school,54777,3.4,3.2,5
30,2042,some college,71353,3.9,3.3,4
28,1974,some high school,40216,3.7,3.1,5
22,1713,some high school,40932,3.1,3.2,5
26,1852,some high school,31350,3.3,3.3,4
26,1757,high school,64688,3.2,3.1,5
24,1836,high school,43023,3.1,3.3,5
34,2272,bachelor's degree,88774,4.0,3.9,3
25,1940,some college,82816,3.5,3.0,7
28,1936,associate's degree,92485,3.6,3.5,5
32,2128,associate's degree,48931,4.0,3.3,5
23,1728,some high school,50243,3.0,3.3,4
30,2037,associate's degree,56226,3.9,3.1,5
26,1888,high school,66009,3.4,3.3,4
23,1649,some high school,70538,2.9,3.2,5
32,2159,associate's degree,36932,4.0,3.3,5
27,1729,high school,53231,3.2,3.0,5
30,1942,some high school,34552,3.7,3.4,4
26,1871,bachelor's degree,67129,3.4,3.4,5
27,1882,some high school,66917,3.4,3.3,6
26,1935,associate's degree,80073,3.5,3.7,3
27,1867,associate's degree,67172,3.5,3.6,3
26,1872,associate's degree,59052,3.3,3.1,4
30,2098,high school,32828,4.0,3.0,6
33,2258,some college,73524,4.0,3.3,5
32,2193,associate's degree,81090,4.0,3.5,4
29,2011,some high school,51458,3.8,3.1,5
32,2080,associate's degree,54724,4.0,3.6,4
32,2160,master's degree,106035,4.0,3.6,5
29,2115,some college,69838,3.9,3.2,5
31,2142,master's degree,93006,4.0,3.7,4
29,1967,associate's degree,56784,3.8,3.4,6
28,1958,some college,56647,3.6,3.2,6
29,2013,associate's degree,59865,3.9,3.2,5
31,2009,some high school,47452,3.8,3.1,8
28,1889,some high school,57862,3.6,3.3,4
28,2087,some college,63089,3.9,3.7,5
28,2110,some college,60768,3.9,3.1,5
25,1845,some high school,47453,3.4,3.2,5
27,1886,associate's degree,70236,3.4,3.3,8
30,1893,high school,40989,3.7,3.1,6
30,1979,associate's degree,74825,3.8,3.6,8
31,2097,bachelor's degree,79212,4.0,3.3,6
28,1833,high school,71430,3.4,3.5,4
27,1978,high school,55725,3.5,3.5,3
29,2008,bachelor's degree,60979,3.9,3.2,6
29,1989,some college,88519,3.8,3.2,5
28,1977,some college,53965,3.8,3.3,4
26,2052,some college,70663,3.8,3.5,7
30,2067,associate's degree,43401,4.0,3.2,6
27,1873,high school,43652,3.4,3.1,5
30,2056,some high school,63669,3.8,3.5,4
22,1710,some high school,55766,2.9,3.3,3
28,1951,some high school,32620,3.7,3.5,7
30,2015,some high school,36542,3.8,3.2,6
33,2111,associate's degree,64847,4.0,3.4,4
27,1845,high school,63724,3.4,3.3,4
26,1843,some high school,41224,3.2,3.0,7
29,2055,bachelor's degree,81729,3.9,3.5,4
33,2282,high school,56478,4.0,3.3,6
28,1855,some college,76154,3.4,3.3,5
33,2251,associate's degree,63631,4.0,3.4,4
30,1945,associate's degree,98364,3.6,3.6,4
30,2049,high school,39802,3.9,3.6,4
24,1898,bachelor's degree,75318,3.3,3.2,7
29,1867,some high school,32566,3.5,3.4,4
26,1856,some high school,33633,3.3,3.0,5
30,2030,associate's degree,38084,4.0,2.9,9
29,2038,some high school,38361,3.7,3.3,5
31,2102,some college,73384,4.0,3.7,3
25,1827,some high school,13155,3.2,3.1,6
29,2068,associate's degree,112731,3.8,3.9,3
34,2320,master's degree,74920,4.0,3.7,6
29,1955,high school,67733,3.6,3.4,4
25,1903,some college,61171,3.4,3.3,6
28,2042,some college,37749,3.9,3.2,5
34,2334,associate's degree,74571,4.0,3.8,4
33,2166,high school,69112,4.0,3.7,5
27,2011,some college,79465,3.7,3.6,3
29,2058,some college,59903,3.9,2.9,8
26,1742,high school,49571,3.2,3.2,5
33,2154,master's degree,76563,4.0,3.8,3
33,2223,bachelor's degree,64451,4.0,3.4,8
24,1866,some college,60546,3.4,3.2,4
31,2236,some college,51568,4.0,3.7,5
25,1928,some college,32275,3.5,3.3,4
25,1840,some high school,20624,3.3,3.0,7
29,2013,some college,73051,3.8,3.5,4
30,2013,high school,44936,3.7,3.5,7
29,1911,some high school,54549,3.8,3.3,4
28,2032,some high school,42115,3.8,3.2,5
24,1782,associate's degree,92495,3.5,3.3,7
30,2079,master's degree,85120,4.0,3.2,5
30,2075,some college,70914,4.0,3.7,4
22,1703,some high school,47701,3.0,2.8,6
27,1914,some high school,50798,3.4,3.1,7
30,2108,some high school,32151,4.0,3.4,8
27,1864,high school,36538,3.4,3.0,5
25,1910,bachelor's degree,90930,3.5,3.5,5
28,1979,high school,43616,3.6,3.0,6
28,1926,some college,74765,3.6,3.3,4
29,1961,high school,62758,3.7,3.5,4
28,1997,some college,71933,3.8,3.7,3
27,1932,bachelor's degree,79929,3.7,3.4,6
26,1853,high school,47239,3.4,2.9,6
