ACT composite score,SAT total score,parental level of education,parental income,high school gpa,college gpa,years to graduate
32,2093,high school,64750,4.0,3.7,3
26,1866,associate's degree,95584,3.5,3.6,5
28,2006,associate's degree,88922,3.7,3.8,6
29,2047,some high school,63941,3.8,3.5,4
29,2025,some college,54277,3.8,3.6,5
29,2122,some high school,59942,3.9,3.4,6
30,2075,some college,52558,3.9,3.4,5
29,1873,some high school,80449,3.6,3.4,6
27,1983,some college,39029,3.7,3.1,5
28,1883,high school,61388,3.6,3.6,3
29,2050,some college,59277,3.9,3.2,5
26,1980,high school,33518,3.7,3.4,4
27,1807,some college,91094,3.4,3.3,4
31,2152,master's degree,84833,4.0,3.5,5
29,1976,some college,30310,3.8,3.1,5
30,2125,high school,53522,3.9,3.3,5
30,2143,bachelor's degree,97359,4.0,3.5,5
27,2014,master's degree,67585,3.7,3.3,5
33,2232,associate's degree,85501,4.0,3.8,5
36,2400,master's degree,86685,4.0,3.8,4
30,2059,some college,73841,3.9,3.6,4
31,2023,associate's degree,88976,4.0,3.6,6
26,1873,some high school,69074,3.3,2.8,5
29,2020,associate's degree,79392,3.8,3.5,6
33,2242,high school,52490,4.0,3.4,6
30,2114,bachelor's degree,46903,4.0,3.2,5
28,1936,some high school,57817,3.6,2.9,6
30,2177,master's degree,67769,4.0,3.3,4
28,1961,some high school,41735,3.6,3.3,5
29,1921,some high school,51516,3.6,3.1,9
27,1909,some college,40213,3.5,3.1,6
25,1915,some college,77725,3.4,3.5,6
28,1991,high school,47940,3.8,3.7,5
31,2021,some college,49572,3.8,2.9,6
30,2102,associate's degree,65506,4.0,3.3,5
27,2001,some college,80782,3.6,3.5,4
32,2150,some college,72853,4.0,3.3,5
27,1879,some college,69846,3.4,3.1,8
30,2016,associate's degree,72308,3.9,3.6,4
24,1718,some college,72123,3.1,3.3,4
28,1999,some high school,23556,3.7,3.0,8
30,2088,some college,48795,4.0,3.1,6
29,1943,high school,78072,3.6,3.3,7
27,2078,bachelor's degree,63807,3.8,3.4,7
29,2120,bachelor's degree,105184,3.9,3.7,4
32,2139,associate's degree,63806,4.0,3.4,5
28,1983,some college,77636,3.7,3.3,4
26,1959,high school,62864,3.6,3.6,3
31,2162,some college,54956,4.0,3.3,5
30,2180,bachelor's degree,80235,4.0,3.5,7
27,1921,high school,66082,3.5,3.4,4
27,2000,associate's degree,71234,3.6,3.3,7
28,2053,master's degree,88202,3.8,3.2,9
27,1898,some high school,44456,3.4,3.2,5
28,1993,associate's degree,81427,3.7,3.1,5
31,2155,high school,54425,4.0,3.3,4
30,2184,master's degree,112774,4.0,3.6,4
29,2032,master's degree,111729,3.8,3.8,4
27,1877,high school,52514,3.4,2.9,6
25,1721,some high school,61695,3.1,3.3,4
29,2181,master's degree,89020,4.0,3.1,8
28,1966,high school,95505,3.5,3.5,6
30,2167,master's degree,86337,4.0,3.8,3
28,1879,associate's degree,51949,3.5,3.3,4
33,2218,associate's degree,80720,4.0,3.6,4
21,1660,some high school,53880,2.8,3.2,6
26,1886,some college,69747,3.4,3.5,3
29,1915,high school,53703,3.6,3.0,7
30,2131,associate's degree,68298,4.0,3.4,4
31,2051,bachelor's degree,77375,3.9,3.5,4
31,2122,master's degree,105898,4.0,3.9,5
26,1843,associate's degree,104564,3.3,3.5,7
27,1860,some high school,54859,3.5,3.5,3
26,1918,bachelor's degree,96397,3.5,3.3,4
23,1832,bachelor's degree,89960,3.2,3.1,5
28,2069,some college,58258,3.8,3.1,8
27,1777,some college,74434,3.3,3.4,8
29,2093,associate's degree,68489,3.9,3.5,5
28,2096,some high school,57158,3.8,3.4,4
29,2062,associate's degree,90279,4.0,3.8,3
31,2075,high school,52072,3.9,3.3,4
28,1930,some high school,38752,3.7,3.0,6
23,1664,some high school,57460,3.0,3.0,4
25,1874,some college,79733,3.4,3.2,4
27,1916,associate's degree,81125,3.6,3.5,4
31,2054,master's degree,110749,3.9,3.5,8
27,1955,some college,86131,3.7,3.3,7
29,2062,high school,92561,3.8,3.6,4
28,1829,high school,56303,3.4,3.4,3
27,1908,some high school,60421,3.6,3.3,4
30,2115,some college,54746,4.0,3.5,4
30,2090,bachelor's degree,85404,4.0,3.4,4
28,1941,high school,83002,3.7,3.6,4
29,2048,bachelor's degree,97067,3.9,3.6,5
25,1704,high school,58027,3.1,3.1,7
24,1675,some college,62535,3.2,3.1,8
33,2280,bachelor's degree,79408,4.0,3.7,4
28,2043,associate's degree,71870,3.8,3.5,5
26,1944,some high school,36202,3.6,2.9,10
28,2074,some college,57799,3.9,3.4,5
27,1926,associate's degree,77884,3.7,3.2,7
31,2122,associate's degree,67524,4.0,3.5,5
27,1811,high school,51991,3.3,3.3,6
32,2170,high school,53519,4.0,3.4,4
24,1700,high school,68616,3.1,3.3,5
29,1973,high school,68545,3.7,3.3,4
31,2042,some college,67770,3.9,3.7,3
33,2210,some college,68011,4.0,3.9,3
34,2272,bachelor's degree,107081,4.0,3.8,4
30,2062,associate's degree,72328,4.0,3.4,5
28,1969,associate's degree,62567,3.6,3.3,7
30,2165,some college,58146,4.0,3.6,3
27,1882,some high school,15093,3.4,3.0,5
26,1851,high school,44241,3.3,3.1,7
30,2183,associate's degree,69159,4.0,3.3,5
26,1835,associate's degree,46948,3.3,3.2,5
34,2296,bachelor's degree,70589,4.0,3.7,4
29,2033,high school,62309,3.9,3.4,4
31,2182,high school,67477,4.0,3.2,6
28,2075,some college,49892,3.9,3.5,9
25,1747,some high school,83763,3.2,3.4,4
26,1878,high school,64071,3.2,3.3,4
34,2316,associate's degree,67148,4.0,3.4,5
28,1952,some college,62350,3.7,3.0,5
25,1944,bachelor's degree,89544,3.7,3.4,4
26,1813,high school,64665,3.2,3.2,4
27,1907,high school,36770,3.6,3.2,5
27,2004,bachelor's degree,76396,3.7,3.5,3
23,1864,some college,86088,3.2,3.2,4
31,2140,some college,44711,4.0,3.5,4
27,1944,associate's degree,80219,3.6,3.3,5
28,1910,high school,42508,3.8,3.2,5
30,2074,bachelor's degree,110101,4.0,3.7,4
27,1917,some college,71639,3.6,3.6,4
24,1748,high school,81743,3.1,3.5,4
28,2070,master's degree,103095,3.9,3.3,5
35,2322,bachelor's degree,84322,4.0,3.7,4
32,2097,some college,63401,4.0,3.7,3
26,1911,high school,64444,3.6,3.7,3
29,2133,associate's degree,110542,3.9,3.5,4
28,1927,associate's degree,78080,3.5,3.4,4
25,1805,high school,44287,3.2,2.9,6
28,2020,associate's degree,87215,3.8,3.3,5
31,2071,some college,43530,3.9,3.3,5
30,2060,some college,62647,4.0,3.6,3
28,1845,some college,63028,3.5,3.2,4
29,2037,some high school,58342,3.8,3.5,4
31,1973,associate's degree,88541,3.9,3.8,3
27,1880,some college,62766,3.5,3.3,4
30,2161,some college,42055,4.0,3.4,6
33,2232,high school,45940,4.0,3.5,6
25,1841,some high school,40064,3.3,3.4,4
32,2115,associate's degree,74419,4.0,3.9,3
23,1768,some high school,70692,3.3,3.3,4
33,2250,some college,49168,4.0,3.2,6
28,1969,some high school,45629,3.6,3.3,5
34,2326,bachelor's degree,80017,4.0,3.5,7
28,1996,high school,60092,3.7,3.4,4
28,2060,some high school,46823,3.8,2.9,10
30,2146,some college,36354,4.0,3.3,5
26,1790,some high school,73313,3.2,3.3,4
34,2254,associate's degree,75832,4.0,3.9,7
29,2085,high school,50465,3.9,3.4,4
31,2044,associate's degree,64608,3.8,3.4,4
26,1888,bachelor's degree,43455,3.4,3.4,4
24,1804,high school,37295,3.1,2.6,9
22,1655,some college,70819,2.9,3.1,6
29,2084,associate's degree,79482,3.8,3.6,6
33,2071,some high school,65971,4.0,3.3,6
28,2030,associate's degree,79654,3.7,3.5,7
33,2175,high school,44206,4.0,3.4,5
29,2037,some high school,61296,3.9,3.4,4
29,2037,master's degree,125551,3.9,3.6,4
27,1988,some high school,81560,3.5,3.5,5
29,2066,master's degree,86228,3.9,3.7,3
28,1913,associate's degree,74141,3.6,3.7,3
26,1920,high school,52813,3.4,3.1,5
32,2137,high school,54020,4.0,3.2,7
32,2039,associate's degree,64728,4.0,3.5,4
28,1964,high school,76664,3.6,3.6,6
29,2036,associate's degree,75698,3.9,3.5,6
29,1998,high school,58149,3.8,3.4,4
30,2088,high school,62049,3.9,3.4,4
29,1988,high school,67294,3.7,3.4,4
23,1669,high school,53966,3.0,3.2,5
22,1678,some high school,46817,2.9,2.6,6
29,2026,some high school,61632,3.9,3.6,3
27,1855,some college,78262,3.4,3.2,4
24,1852,some high school,56194,3.3,2.9,5
29,2027,high school,62986,3.8,3.6,8
24,1755,some high school,61207,3.2,3.4,3
30,2091,high school,60670,3.9,3.4,4
31,2172,associate's degree,70830,4.0,3.6,6
29,2002,associate's degree,46948,3.7,3.1,6
28,2009,bachelor's degree,70038,3.8,3.2,6
26,1824,some high school,76716,3.3,3.6,4
25,1959,associate's degree,108604,3.5,3.4,6
32,2230,some high school,39195,4.0,2.8,7
27,1862,some high school,60433,3.4,3.4,4
29,2036,associate's degree,69809,3.8,3.4,5
31,2082,master's degree,129488,4.0,3.7,7
27,2000,some high school,48730,3.6,3.0,6
30,2032,associate's degree,95846,3.8,3.5,4
31,2108,associate's degree,79553,4.0,3.7,5
32,2255,associate's degree,69294,4.0,3.5,4
27,2011,associate's degree,83548,3.8,3.8,3
28,2051,high school,65223,3.8,3.6,4
30,2223,bachelor's degree,74727,4.0,3.3,5
32,2105,associate's degree,73667,4.0,3.8,3
29,1978,high school,60765,3.8,3.5,5
28,1900,high school,54777,3.4,3.2,5
30,2042,some college,71353,3.9,3.3,4
28,1974,some high school,40216,3.7,3.1,5
22,1713,some high school,40932,3.1,3.2,5
26,1852,some high school,31350,3.3,3.3,4
26,1757,high school,64688,3.2,3.1,5
24,1836,high school,43023,3.1,3.3,5
34,2272,bachelor's degree,88774,4.0,3.9,3
25,1940,some college,82816,3.5,3.0,7
28,1936,associate's degree,92485,3.6,3.5,5
32,2128,associate's degree,48931,4.0,3.3,5
23,1728,some high school,50243,3.0,3.3,4
30,2037,associate's degree,56226,3.9,3.1,5
26,1888,high school,66009,3.4,3.3,4
23,1649,some high school,70538,2.9,3.2,5
32,2159,associate's degree,36932,4.0,3.3,5
27,1729,high school,53231,3.2,3.0,5
30,1942,some high school,34552,3.7,3.4,4
26,1871,bachelor's degree,67129,3.4,3.4,5
27,1882,some high school,66917,3.4,3.3,6
26,1935,associate's degree,80073,3.5,3.7,3
27,1867,associate's degree,67172,3.5,3.6,3
26,1872,associate's degree,59052,3.3,3.1,4
30,2098,high school,32828,4.0,3.0,6
33,2258,some college,73524,4.0,3.3,5
32,2193,associate's degree,81090,4.0,3.5,4
29,2011,some high school,51458,3.8,3.1,5
32,2080,associate's degree,54724,4.0,3.6,4
32,2160,master's degree,106035,4.0,3.6,5
29,2115,some college,69838,3.9,3.2,5
31,2142,master's degree,93006,4.0,3.7,4
29,1967,associate's degree,56784,3.8,3.4,6
28,1958,some college,56647,3.6,3.2,6
29,2013,associate's degree,59865,3.9,3.2,5
31,2009,some high school,47452,3.8,3.1,8
28,1889,some high school,57862,3.6,3.3,4
28,2087,some college,63089,3.9,3.7,5
28,2110,some college,60768,3.9,3.1,5
25,1845,some high school,47453,3.4,3.2,5
27,1886,associate's degree,70236,3.4,3.3,8
30,1893,high school,40989,3.7,3.1,6
30,1979,associate's degree,74825,3.8,3.6,8
31,2097,bachelor's degree,79212,4.0,3.3,6
28,1833,high school,71430,3.4,3.5,4
27,1978,high school,55725,3.5,3.5,3
29,2008,bachelor's degree,60979,3.9,3.2,6
29,1989,some college,88519,3.8,3.2,5
28,1977,some college,53965,3.8,3.3,4
26,2052,some college,70663,3.8,3.5,7
30,2067,associate's degree,43401,4.0,3.2,6
27,1873,high school,43652,3.4,3.1,5
30,2056,some high school,63669,3.8,3.5,4
22,1710,some high school,55766,2.9,3.3,3
28,1951,some high school,32620,3.7,3.5,7
30,2015,some high school,36542,3.8,3.2,6
33,2111,associate's degree,64847,4.0,3.4,4
27,1845,high school,63724,3.4,3.3,4
26,1843,some high school,41224,3.2,3.0,7
29,2055,bachelor's degree,81729,3.9,3.5,4
33,2282,high school,56478,4.0,3.3,6
28,1855,some college,76154,3.4,3.3,5
33,2251,associate's degree,63631,4.0,3.4,4
30,1945,associate's degree,98364,3.6,3.6,4
30,2049,high school,39802,3.9,3.6,4
24,1898,bachelor's degree,75318,3.3,3.2,7
29,1867,some high school,32566,3.5,3.4,4
26,1856,some high school,33633,3.3,3.0,5
30,2030,associate's degree,38084,4.0,2.9,9
29,2038,some high school,38361,3.7,3.3,5
31,2102,some college,73384,4.0,3.7,3
25,1827,some high school,13155,3.2,3.1,6
29,2068,associate's degree,112731,3.8,3.9,3
34,2320,master's degree,74920,4.0,3.7,6
29,1955,high school,67733,3.6,3.4,4
25,1903,some college,61171,3.4,3.3,6
28,2042,some college,37749,3.9,3.2,5
34,2334,associate's degree,74571,4.0,3.8,4
33,2166,high school,69112,4.0,3.7,5
27,2011,some college,79465,3.7,3.6,3
29,2058,some college,59903,3.9,2.9,8
26,1742,high school,49571,3.2,3.2,5
33,2154,master's degree,76563,4.0,3.8,3
33,2223,bachelor's degree,64451,4.0,3.4,8
24,1866,some college,60546,3.4,3.2,4
31,2236,some college,51568,4.0,3.7,5
25,1928,some college,32275,3.5,3.3,4
25,1840,some high school,20624,3.3,3.0,7
29,2013,some college,73051,3.8,3.5,4
30,2013,high school,44936,3.7,3.5,7
29,1911,some high school,54549,3.8,3.3,4
28,2032,some high school,42115,3.8,3.2,5
24,1782,associate's degree,92495,3.5,3.3,7
30,2079,master's degree,85120,4.0,3.2,5
30,2075,some college,70914,4.0,3.7,4
22,1703,some high school,47701,3.0,2.8,6
27,1914,some high school,50798,3.4,3.1,7
30,2108,some high school,32151,4.0,3.4,8
27,1864,high school,36538,3.4,3.0,5
25,1910,bachelor's degree,90930,3.5,3.5,5
28,1979,high school,43616,3.6,3.0,6
28,1926,some college,74765,3.6,3.3,4
29,1961,high school,62758,3.7,3.5,4
28,1997,some college,71933,3.8,3.7,3
27,1932,bachelor's degree,79929,3.7,3.4,6
26,1853,high school,47239,3.4,2.9,6
30,2006,high school,54272,3.8,3.6,3
32,2266,bachelor's degree,70067,4.0,3.4,6
33,2190,associate's degree,74290,4.0,3.6,4
31,2093,some college,49138,4.0,3.6,4
28,1913,some college,79958,3.6,3.5,3
28,1962,associate's degree,64878,3.7,3.7,7
27,1912,associate's degree,85668,3.6,3.4,7
30,2012,associate's degree,73272,3.9,3.5,4
28,2042,master's degree,115944,3.9,3.7,4
29,2056,some college,50911,4.0,3.2,5
28,1980,some college,31272,3.8,3.5,4
33,2227,bachelor's degree,96184,4.0,3.5,6
31,2220,some college,61154,4.0,3.6,4
28,1980,some high school,62576,3.5,3.2,5
28,1955,master's degree,106089,3.7,3.6,6
28,1899,high school,53916,3.6,3.6,3
29,2078,some college,63944,3.9,3.3,4
31,2120,high school,40231,4.0,3.3,9
30,2129,high school,73831,3.9,3.6,4
27,1872,high school,65616,3.6,3.4,7
31,2216,bachelor's degree,94868,4.0,3.6,4
29,2069,master's degree,99511,3.8,3.7,3
31,2124,master's degree,114441,4.0,3.7,7
30,2125,some college,55325,4.0,3.4,4
32,2145,associate's degree,82586,4.0,3.5,4
24,1804,some college,79278,3.2,3.2,4
25,1865,some high school,16317,3.4,3.1,6
27,1907,high school,41094,3.6,3.5,6
29,2082,master's degree,82766,3.9,3.5,6
28,2093,some college,47079,3.8,3.3,7
25,1813,some high school,66356,3.4,2.9,7
30,2179,some college,55720,4.0,3.0,5
33,2217,master's degree,93233,4.0,3.5,5
32,2147,some college,67641,4.0,3.5,4
31,2209,bachelor's degree,97914,4.0,3.7,6
27,2017,some college,65206,3.8,2.9,6
31,2172,associate's degree,67911,4.0,3.2,7
29,2014,some college,111793,3.6,3.9,4
30,2096,some college,54997,4.0,3.7,5
27,1771,high school,66313,3.3,3.1,5
28,2120,some high school,28472,4.0,2.9,6
30,2120,some college,72811,4.0,3.5,4
27,1847,high school,44723,3.3,3.4,4
31,2085,associate's degree,58020,3.9,3.5,5
33,2261,bachelor's degree,90678,4.0,3.7,4
35,2261,high school,63543,4.0,3.6,5
27,1902,some college,99621,3.6,3.5,4
33,2298,associate's degree,83584,4.0,3.8,4
30,2057,high school,62212,4.0,3.6,6
29,1969,some college,53037,3.8,3.4,5
29,2085,master's degree,87854,4.0,3.7,3
24,1746,high school,77172,3.0,3.4,3
31,2079,associate's degree,82061,4.0,3.8,7
31,2220,master's degree,91402,4.0,3.8,5
23,1656,some high school,48719,3.0,3.3,4
31,2175,bachelor's degree,104696,4.0,3.4,6
33,2234,some college,76210,4.0,3.9,4
30,1933,high school,69271,3.7,3.4,4
25,1928,high school,73477,3.4,3.4,5
23,1688,some high school,42443,3.0,3.2,4
30,2062,associate's degree,74309,4.0,3.3,5
25,1794,bachelor's degree,71549,3.3,3.3,4
28,2001,some college,62440,3.8,3.3,4
30,2130,associate's degree,99333,4.0,3.5,4
26,2007,some college,58525,3.7,3.5,3
34,2312,master's degree,77569,4.0,3.5,6
30,2084,master's degree,111636,4.0,3.5,6
26,1898,some college,81123,3.4,3.1,5
31,2082,associate's degree,74076,4.0,3.5,7
29,2078,associate's degree,66532,4.0,3.5,6
33,2303,master's degree,95479,4.0,3.6,4
28,1875,some high school,44699,3.5,3.3,5
29,1878,some high school,59858,3.7,3.3,4
29,2022,high school,67295,3.8,3.4,7
25,1831,some high school,54798,3.2,3.0,5
28,1937,some high school,20953,3.6,2.8,6
28,1944,some high school,69818,3.5,3.3,4
24,1729,high school,41607,3.2,3.2,5
28,1981,bachelor's degree,88784,3.8,3.6,3
29,1965,some high school,77537,3.6,3.5,5
32,2182,high school,55897,4.0,3.3,7
22,1742,some college,51768,3.1,2.9,7
23,1742,some high school,62300,3.1,3.0,5
27,1907,some college,69567,3.4,3.6,3
31,2023,associate's degree,51558,3.8,3.3,4
24,1684,high school,36948,2.9,2.9,6
28,1973,high school,88187,3.7,3.7,3
33,2216,some college,82210,4.0,3.8,5
30,2131,some college,69864,4.0,3.5,5
27,1941,some college,96741,3.6,3.1,5
31,2114,some high school,47003,3.9,3.1,7
29,1963,high school,50775,3.6,3.2,6
26,1880,high school,79213,3.4,3.3,5
31,2086,some college,78663,4.0,3.5,4
29,2133,bachelor's degree,85277,4.0,3.2,7
27,1934,bachelor's degree,69371,3.6,3.4,4
34,2326,bachelor's degree,96834,4.0,3.7,4
33,2298,some college,103428,4.0,3.5,8
30,2136,associate's degree,65577,4.0,3.1,6
22,1665,some high school,61132,2.9,3.0,6
30,2030,high school,48028,3.8,3.3,5
27,2048,some college,65509,3.7,3.2,4
34,2278,associate's degree,80371,4.0,3.6,8
27,1876,high school,51320,3.6,3.2,4
33,2115,associate's degree,80959,4.0,3.6,4
25,1776,some college,59248,3.2,3.1,4
24,1787,associate's degree,89789,3.3,3.1,8
29,2015,high school,50847,3.8,3.4,4
29,2110,associate's degree,83466,4.0,3.3,6
29,1978,bachelor's degree,96592,3.8,3.5,4
29,1946,associate's degree,61586,3.7,3.3,4
23,1762,bachelor's degree,71968,3.3,3.3,4
28,1978,high school,56053,3.5,3.0,6
32,2190,some high school,53405,4.0,3.5,4
30,2157,master's degree,82694,4.0,3.4,4
25,1841,some college,73712,3.3,3.5,4
31,2177,associate's degree,63303,4.0,3.2,5
28,1887,associate's degree,93382,3.5,3.3,7
25,1925,some college,65941,3.5,3.3,4
25,1821,some college,52306,3.3,3.2,6
30,2101,associate's degree,99118,3.9,3.5,6
30,2035,some college,59279,4.0,3.0,6
28,1936,high school,53671,3.7,3.2,4
32,2187,master's degree,106693,4.0,3.6,4
28,1957,high school,54668,3.7,3.2,4
27,1819,high school,75011,3.3,3.3,6
28,1923,some high school,48920,3.5,3.1,5
27,1831,some high school,50655,3.5,3.3,4
29,2067,high school,50294,3.8,3.2,5
29,2003,associate's degree,81748,3.8,3.6,4
31,2010,some college,47124,3.9,3.0,7
29,1907,high school,56746,3.6,3.2,4
26,1903,some college,71357,3.7,3.4,6
29,2001,high school,60596,3.7,3.3,8
28,2055,some college,56857,3.9,3.3,6
29,2073,some high school,76797,3.8,3.7,3
26,1865,bachelor's degree,60452,3.5,2.9,6
28,2104,bachelor's degree,88364,4.0,3.1,5
28,1973,high school,49285,3.7,3.1,7
27,1890,high school,56192,3.5,3.3,6
29,2004,some high school,38669,3.8,3.4,6
28,1996,associate's degree,76791,3.6,3.4,4
30,1979,associate's degree,82615,3.8,3.4,5
28,1998,master's degree,96836,3.7,3.7,5
29,1928,high school,57105,3.7,3.1,6
28,1882,high school,63956,3.5,3.4,4
29,2007,associate's degree,82723,3.8,3.8,4
26,1847,some high school,58438,3.5,3.6,3
27,1821,some college,63920,3.6,3.2,6
31,2132,some college,68348,4.0,3.3,5
30,2080,some college,91300,4.0,3.4,5
29,2038,associate's degree,75990,3.7,3.4,6
26,1821,some college,54113,3.3,3.3,4
32,2223,master's degree,77037,4.0,3.4,5
26,1922,master's degree,57596,3.7,3.4,4
27,1896,associate's degree,63120,3.6,3.5,3
23,1707,high school,47984,3.1,3.3,4
31,2203,high school,36792,4.0,3.5,5
24,1839,some college,42271,3.4,3.1,5
33,2158,associate's degree,77192,4.0,3.6,4
23,1722,some college,59948,3.1,3.2,4
26,2000,some high school,65894,3.6,3.3,4
33,2159,bachelor's degree,61938,4.0,3.4,4
30,2107,some college,92280,4.0,3.6,4
28,2052,associate's degree,50090,3.9,3.5,3
29,2008,some high school,67691,3.8,3.5,5
27,1862,high school,51006,3.5,3.3,4
26,1764,some high school,25496,3.3,3.1,5
33,2118,some high school,63800,4.0,3.8,3
31,2164,some high school,79280,4.0,3.6,4
29,2135,some college,78931,3.9,3.7,3
29,2095,some high school,40985,4.0,3.3,8
30,2019,associate's degree,70245,3.8,3.2,5
27,1974,master's degree,96269,3.6,3.5,6
32,2224,bachelor's degree,112186,4.0,3.6,5
29,2043,associate's degree,54629,3.8,3.3,4
36,2390,master's degree,86415,4.0,3.7,5
32,2223,associate's degree,77470,4.0,3.5,5
32,2167,some high school,39859,4.0,2.9,9
23,1743,some high school,29249,3.0,3.0,7
30,2049,some high school,60878,3.8,3.7,3
31,2046,high school,102409,4.0,3.6,4
27,1915,some college,74460,3.4,3.4,6
29,2099,bachelor's degree,105439,4.0,4.0,3
33,2076,associate's degree,91916,4.0,3.5,5
25,1809,high school,46717,3.2,3.5,4
27,1837,associate's degree,94020,3.4,3.4,5
26,1906,associate's degree,67244,3.4,3.4,4
27,2063,bachelor's degree,88057,3.9,3.5,4
26,1987,bachelor's degree,91213,3.6,3.6,3
28,2036,some high school,41793,3.8,3.2,5
24,1825,associate's degree,96407,3.4,3.5,4
21,1633,some college,74142,2.8,3.1,8
29,2045,some college,66684,3.8,3.1,5
29,2058,some college,69562,3.9,3.5,4
30,2130,high school,41322,4.0,3.4,5
29,2063,master's degree,72422,3.7,3.3,8
30,2097,high school,69742,4.0,3.4,5
32,2126,high school,52096,4.0,3.5,5
30,2116,some college,48418,4.0,3.5,5
31,2107,some high school,26224,4.0,3.2,5
29,1928,high school,89830,3.6,3.6,5
30,2075,some college,69401,3.9,3.6,4
25,1807,some high school,41431,3.2,3.2,6
35,2223,associate's degree,84164,4.0,3.5,8
25,1823,bachelor's degree,86003,3.4,3.1,5
32,2209,associate's degree,79416,4.0,3.6,6
28,1909,some college,57603,3.5,3.2,4
28,1962,some college,76708,3.6,3.5,4
29,2081,bachelor's degree,96901,4.0,3.7,3
27,1872,associate's degree,72817,3.6,3.4,6
31,2149,some college,69985,4.0,3.5,4
25,1946,bachelor's degree,112854,3.6,3.3,5
25,1854,some college,75765,3.4,3.2,4
31,2127,high school,34363,4.0,3.1,6
31,2059,high school,66026,3.9,3.5,4
30,2142,associate's degree,72985,4.0,3.3,6
28,1894,associate's degree,70913,3.7,3.3,4
29,1897,some high school,66717,3.6,3.4,7
28,1984,some college,39202,3.8,3.4,6
30,1943,some high school,59465,3.7,3.5,4
24,1866,associate's degree,113579,3.4,3.2,5
26,1801,high school,52639,3.2,3.3,4
29,2033,some college,39578,3.8,3.0,6
28,1936,bachelor's degree,107743,3.7,3.3,6
26,1863,some college,61040,3.4,3.2,4
29,1949,high school,53171,3.5,3.2,7
28,2136,high school,77134,3.9,3.7,6
31,2235,master's degree,104325,4.0,3.5,6
29,1947,associate's degree,49154,3.8,3.6,4
26,2000,bachelor's degree,79232,3.7,3.1,7
30,2019,high school,62563,3.9,3.8,3
30,2138,bachelor's degree,81403,4.0,3.2,5
28,2020,associate's degree,80384,3.8,3.4,7
28,1965,bachelor's degree,80210,3.8,3.2,4
30,2135,master's degree,118536,4.0,3.7,4
32,2063,associate's degree,48964,4.0,3.4,6
32,2112,associate's degree,75181,4.0,3.4,5
27,2003,some college,59308,3.7,3.3,4
31,2087,high school,50283,4.0,3.7,3
28,2052,some college,30687,3.7,3.2,9
30,1993,high school,82940,3.7,3.4,4
24,1770,some high school,47260,3.2,2.8,6
29,2014,some college,47508,3.9,3.1,6
28,1985,associate's degree,54722,3.7,3.1,5
29,1964,some college,78286,3.8,3.1,6
27,1947,bachelor's degree,40494,3.6,3.3,5
30,2115,master's degree,82114,4.0,3.5,7
29,2082,associate's degree,62253,4.0,3.4,6
30,2059,high school,78699,3.8,3.8,3
26,1900,some college,57860,3.5,3.0,6
28,1995,some college,78843,3.7,3.1,5
27,1965,associate's degree,98279,3.7,3.5,4
25,1871,some college,57929,3.4,3.4,3
30,2062,some college,47226,3.9,3.4,8
34,2259,master's degree,77278,4.0,3.6,4
34,2315,master's degree,104762,4.0,3.7,4
27,1914,some high school,64059,3.7,3.0,9
29,2020,bachelor's degree,78210,4.0,3.4,5
28,2087,associate's degree,84327,4.0,3.6,8
28,1935,some college,61998,3.7,3.3,4
27,1847,associate's degree,64446,3.3,3.4,3
26,1988,some college,61407,3.7,3.6,3
29,1973,some college,55260,3.8,3.1,6
31,2033,high school,51805,4.0,3.2,5
32,2039,some college,47460,4.0,3.6,4
29,2049,some college,62377,3.8,3.2,4
27,1855,associate's degree,87793,3.5,3.3,5
26,1926,some college,66367,3.6,3.3,4
27,1848,some college,30316,3.5,3.3,5
31,2067,some high school,49709,4.0,3.5,5
30,2136,master's degree,121176,4.0,3.7,4
28,2080,some college,32409,3.8,3.0,7
26,1919,some high school,49950,3.5,3.2,7
33,2172,some college,85168,4.0,3.6,4
31,2102,bachelor's degree,80727,4.0,3.6,4
31,2148,some college,69889,4.0,3.4,6
29,2097,associate's degree,65756,3.9,3.3,4
28,1961,associate's degree,98459,3.6,3.6,4
33,2170,associate's degree,43916,4.0,3.5,5
27,1882,some college,80140,3.6,3.1,5
26,1895,some college,83122,3.4,3.3,4
29,2110,some college,67467,3.9,3.1,5
26,1896,bachelor's degree,81017,3.4,3.5,4
26,1978,some college,47637,3.6,3.5,4
31,2093,high school,59972,3.9,3.4,5
32,2208,some college,80571,4.0,3.8,4
28,1954,high school,46052,3.8,3.5,4
27,1864,bachelor's degree,72337,3.4,3.5,3
25,1703,high school,44981,3.1,2.8,6
29,2078,some college,43357,3.9,3.4,4
32,2295,bachelor's degree,94557,4.0,3.7,4
35,2337,bachelor's degree,73986,4.0,3.6,4
33,2188,bachelor's degree,94695,4.0,3.7,4
28,1813,bachelor's degree,82518,3.5,3.3,4
26,1842,some college,65451,3.3,3.4,5
29,2051,some high school,73240,3.8,3.4,6
28,2018,bachelor's degree,94377,3.8,3.2,5
32,2079,high school,81404,4.0,3.5,4
27,1887,high school,40724,3.6,3.2,6
30,1979,some high school,60054,3.8,3.2,5
26,1824,high school,70029,3.4,3.3,4
29,1950,some high school,28036,3.7,3.1,5
31,2111,high school,74313,4.0,3.6,4
34,2326,bachelor's degree,83542,4.0,3.9,3
26,1852,some college,59081,3.5,3.2,5
